Gene	SNPs	Traits	Tissues	Interactions	Mapped
SIDT2	rs7112513, rs236918, rs508487	soluble_transferrin_receptor_measurement, soluble_transferrin_receptor_measurement__iron_biomarker_measurement, triglyceride_measurement	Thyroid, Whole_Blood, Lung	cis	False
ADCY10P1	rs9381040	Alzheimers_disease	Thyroid, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Stomach, Artery_Tibial, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Colon_Sigmoid, Brain_Cortex, Cells_Transformed_fibroblasts, Adipose_Visceral_Omentum, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
RP11-552F3.10	rs3744028, rs1055129	brain_measurement	Adipose_Subcutaneous, Thyroid, Whole_Blood, Brain_Cerebellum, Spleen	cis	False
RP11-317N12.1	rs11997175	body_mass_index	Testis	cis	False
SIX6	rs10483727	open-angle_glaucoma, optic_cup_area_measurement, optic_disc_area_measurement, optic_disc_size_measurement	Muscle_Skeletal	cis	False
MR1	rs1411478	Progressive_supranuclear_palsy	Colon_Sigmoid	cis	False
CNPY3	rs1129187, rs9296404, rs9394931	Alzheimers_disease, homocysteine_measurement, omega-6_polyunsaturated_fatty_acid_measurement	Testis, Stomach, Esophagus_Muscularis, Prostate, Esophagus_Gastroesophageal_Junction, Esophagus_Mucosa	cis	False
CNPY2	rs2066807, rs2066808, rs3816804, rs11575234	body_height, psoriasis	Thyroid, Heart_Atrial_Appendage, Brain_Cerebellum, Nerve_Tibial, Muscle_Skeletal, Esophagus_Mucosa, Lung, Skin_Sun_Exposed_Lower_leg, Pituitary	cis	False
HMG20A	rs7178572, rs7119	type_II_diabetes_mellitus	Pituitary, Thyroid, Artery_Aorta, Artery_Tibial	cis	True
LINC00305	rs17749561	neoplasm_of_mature_B-cells	Adrenal_Gland	cis	False
AAGAB	rs727563	Crohn's_disease, inflammatory_bowel_disease	Skin_Sun_Exposed_Lower_leg	trans	False
SYNJ2	rs4560672	smoking_behaviour_measurement	Whole_Blood	cis	False
C3orf70	rs9815925	Heschl's_gyrus_morphology_measurement	Thyroid, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
CHFR	rs12282	response_to_vaccine	Testis	cis	False
FBXO7	rs5749446, rs9609565	mean_corpuscular_hemoglobin, mean_corpuscular_volume	Skin_Not_Sun_Exposed_Suprapubic, Nerve_Tibial, Pancreas, Adipose_Subcutaneous, Muscle_Skeletal, Brain_Cortex, Cells_Transformed_fibroblasts, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg	cis	False
NBEAP1	rs587847	intraocular_pressure_measurement	Liver	trans	False
SYPL2	rs1933182	chronic_kidney_disease__serum_creatinine_measurement	Testis, Breast_Mammary_Tissue, Ovary, Adipose_Subcutaneous, Heart_Atrial_Appendage, Stomach, Artery_Tibial, Brain_Cerebellum, Esophagus_Muscularis, Liver, Pancreas, Muscle_Skeletal, Brain_Cortex, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Uterus, Esophagus_Gastroesophageal_Junction, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Artery_Aorta, Lung	cis	False
RFX8	rs11693697, rs6088765	serum_ST2_measurement, ulcerative_colitis	Heart_Left_Ventricle, Ovary	both	False
RFX7	rs11636802, rs16976734, rs6493858, rs8030605	chronic_lymphocytic_leukemia, functional_laterality__dyslexia, waist-hip_ratio__body_mass_index	Skin_Sun_Exposed_Lower_leg, Thyroid, Testis, Skin_Not_Sun_Exposed_Suprapubic, Breast_Mammary_Tissue, Stomach, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Esophagus_Mucosa, Lung	cis	True
NRXN3	rs11623713, rs7151302	hormone_measurement, plasma_beta-amyloid_1-40_measurement	Pancreas	trans	False
NRXN2	rs694739, rs1059440, rs12575642, rs479777, rs663743, rs524023, rs504915, rs478607, rs506338, rs505802, rs10897518	alopecia_areata, attention_deficit_hyperactivity_disorder, Sarcoidosis, leprosy, obese_body_mass_index_status__urate_measurement, renal_system_measurement__uric_acid_measurement, urate_measurement, urate_measurement__overweight_body_mass_index_status, urate_measurement__underweight_body_mass_index_status, uric_acid_measurement	Skin_Sun_Exposed_Lower_leg, Stomach, Artery_Tibial, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Muscle_Skeletal, Cells_Transformed_fibroblasts, Esophagus_Mucosa, Lung, Artery_Aorta, Liver, Skin_Not_Sun_Exposed_Suprapubic	cis	False
NRXN1	rs12693973, rs2024714, rs17770334, rs10502431	body_mass_index, longevity, pyoderma_gangrenosum__inflammatory_bowel_disease, urate_measurement__overweight_body_mass_index_status	Artery_Coronary, Artery_Tibial, Artery_Aorta, Uterus	trans	False
RFX3	rs17112190	multiple_myeloma	Small_Intestine_Terminal_Ileum	trans	False
YDJC	rs2256609, rs4821116, rs181362, rs2298428, rs2266961, rs2266959	Crohn's_disease, hepatitis_B_infection, high_density_lipoprotein_cholesterol_measurement, immune_system_disease, inflammatory_bowel_disease	Adipose_Subcutaneous, Adrenal_Gland	cis	False
KERA	rs10777288, rs4494364	FEV-FEC_ratio, systolic_blood_pressure__alcohol_drinking	Adipose_Subcutaneous, Skin_Sun_Exposed_Lower_leg	cis	False
XPNPEP1	rs17095355	Biliary_atresia	Whole_Blood, Skin_Sun_Exposed_Lower_leg	cis	False
XPNPEP3	rs4820425	Crohn's_disease	Thyroid, Nerve_Tibial	cis	False
GGCX	rs10187424, rs3731827	prostate_carcinoma	Thyroid, Testis, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Breast_Mammary_Tissue, Ovary, Adipose_Subcutaneous, Stomach, Artery_Tibial, Colon_Transverse, Brain_Cerebellum, Esophagus_Muscularis, Muscle_Skeletal, Pancreas, Nerve_Tibial, Spleen, Esophagus_Gastroesophageal_Junction, Brain_Hypothalamus, Brain_Cortex, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Pituitary, Cells_EBV-transformed_lymphocytes, Adipose_Visceral_Omentum, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg, Brain_Caudate_basal_ganglia	cis	False
ADNP	rs6021191	asparaginase_hypersensitivity__acute_lymphoblastic_leukemia	Whole_Blood	cis	False
KHDRBS3	rs10497721	diabetes_mellitus	Nerve_Tibial	trans	False
KHDRBS2	rs1483121	body_mass_index__fasting_blood_glucose_measurement	Brain_Anterior_cingulate_cortex_BA24	trans	False
VPS37C	rs508970	rheumatoid_arthritis	Testis, Muscle_Skeletal	cis	True
LHCGR	rs13405728	polycystic_ovary_syndrome	Esophagus_Mucosa, Esophagus_Muscularis	cis	True
GPR78	rs1949733	response_to_antineoplastic_agent	Thyroid, Artery_Tibial, Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
RP11-295G24.4	rs1076160	psoriasis	Testis	cis	False
TARS2	rs267733	low_density_lipoprotein_cholesterol_measurement	Skin_Not_Sun_Exposed_Suprapubic	cis	False
DPYSL2	rs1883711	low_density_lipoprotein_cholesterol_measurement, total_cholesterol_measurement	Brain_Cerebellar_Hemisphere	trans	False
IGFBP7	rs34311866	Parkinson's_disease	Cells_Transformed_fibroblasts	trans	False
RP1-137D17.1	rs438465, rs3734905, rs12190007	Astigmatism, HIV-1_infection, urinary_metabolite_measurement	Thyroid, Testis, Skin_Not_Sun_Exposed_Suprapubic, Breast_Mammary_Tissue, Pituitary, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Artery_Tibial, Colon_Transverse, Esophagus_Muscularis, Nerve_Tibial, Adipose_Subcutaneous, Spleen, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Artery_Coronary, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
C15orf27	rs2404602	blood_metabolite_measurement	Skin_Sun_Exposed_Lower_leg	cis	False
CYP8B1	rs2228468	monocyte_count	Thyroid	cis	False
CTC-498M16.4	rs6870983, rs6452790	body_mass_index, cognition	Brain_Nucleus_accumbens_basal_ganglia, Brain_Caudate_basal_ganglia, Brain_Frontal_Cortex_BA9, Brain_Cortex, Brain_Hippocampus, Brain_Hypothalamus	cis	False
PMS2P3	rs1167827, rs1167796	body_mass_index, systemic_lupus_erythematosus	Brain_Frontal_Cortex_BA9, Skin_Not_Sun_Exposed_Suprapubic, Vagina, Whole_Blood, Breast_Mammary_Tissue, Pituitary, Adipose_Subcutaneous, Adrenal_Gland, Stomach, Muscle_Skeletal, Nerve_Tibial, Brain_Anterior_cingulate_cortex_BA24, Brain_Hypothalamus, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Adipose_Visceral_Omentum, Esophagus_Mucosa, Brain_Putamen_basal_ganglia, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
PPP6R2	rs11669133	low_density_lipoprotein_cholesterol_measurement	Pancreas	trans	False
ZNF114	rs223116	resting_heart_rate	Uterus, Adipose_Visceral_Omentum	trans	False
SEZ6L	rs3802344, rs2018293	nitric_oxide_exhalation_measurement, vascular_brain_injury_measurement__vascular_brain_injury	Brain_Hypothalamus, Brain_Cerebellum, Brain_Cerebellar_Hemisphere	both	True
NIF3L1	rs3731714, rs7591472, rs111315781	cis-trans-18:2_fatty_acid_measurement__trans_fatty_acid_measurement, outer_ear_morphology_trait__cytotoxicity_measurement, response_to_triptolide__cytotoxicity_measurement	Cells_Transformed_fibroblasts	cis	False
MYO3A	rs2096176	cortisol_secretion_measurement	Testis	cis	True
TMC7	rs2923084	high_density_lipoprotein_cholesterol_measurement	Adrenal_Gland	trans	False
APIP	rs1994016, rs10466455, rs2785197, rs1355223	coronary_heart_disease, rheumatoid_arthritis, systemic_lupus_erythematosus	Cells_Transformed_fibroblasts, Thyroid, Brain_Frontal_Cortex_BA9, Breast_Mammary_Tissue, Pituitary, Brain_Caudate_basal_ganglia, Brain_Cerebellum, Esophagus_Muscularis, Nerve_Tibial, Prostate, Adipose_Subcutaneous, Brain_Hypothalamus, Brain_Cortex, Heart_Left_Ventricle, Artery_Coronary, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Artery_Aorta, Brain_Hippocampus, Lung, Skin_Sun_Exposed_Lower_leg, Testis, Small_Intestine_Terminal_Ileum, Skin_Not_Sun_Exposed_Suprapubic, Vagina, Ovary, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Artery_Tibial, Pancreas, Spleen, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Adipose_Visceral_Omentum, Brain_Nucleus_accumbens_basal_ganglia, Brain_Putamen_basal_ganglia	both	False
EIF2B5	rs9810890, rs7896783	dental_caries, fibrinogen_measurement	Artery_Aorta, Heart_Left_Ventricle	trans	False
EIF2B1	rs786425	body_height	Thyroid, Testis, Artery_Tibial, Brain_Cerebellum, Esophagus_Muscularis, Liver, Colon_Sigmoid, Muscle_Skeletal, Cells_Transformed_fibroblasts, Esophagus_Mucosa	cis	False
PRKAR2B	rs17398575, rs17477177	atherosclerosis, pulse_pressure_measurement	Artery_Aorta	cis	False
MLF1	rs6802315	periodontitis	Heart_Left_Ventricle	cis	False
MECOM	rs1344555	forced_expiratory_volume, pulmonary_function_measurement__forced_expiratory_volume	Artery_Aorta	cis	True
RSPH3	rs12216499	bladder_carcinoma	Thyroid, Testis, Whole_Blood, Pituitary, Artery_Tibial, Cells_Transformed_fibroblasts, Esophagus_Mucosa, Skin_Sun_Exposed_Lower_leg	cis	False
RSPH1	rs1893592	rheumatoid_arthritis	Brain_Putamen_basal_ganglia	cis	False
CLIC6	rs9305556	psoriasis	Esophagus_Muscularis	cis	False
CFHR3	rs380390, rs1329428	age-related_macular_degeneration	Thyroid, Liver	cis	False
CFHR1	rs380390, rs1329428	age-related_macular_degeneration	Liver, Cells_Transformed_fibroblasts, Adipose_Subcutaneous	cis	False
PHACTR1	rs202072, rs9349379, rs9369640, rs12526453, rs1332844, rs4715166, rs548987, rs4714955, rs582757, rs7336109	HIV-1_infection__HIV_viral_set_point_measurement, cervical_artery_dissection, coronary_artery_calcification, coronary_heart_disease, hip_geometry, homocysteine_measurement, large_artery_stroke__coronary_heart_disease, migraine_disorder, myocardial_infarction, psoriasis, stroke__coronary_heart_disease, visceral_adipose_tissue_measurement	Brain_Cerebellar_Hemisphere, Artery_Aorta, Artery_Tibial, Artery_Coronary, Whole_Blood, Brain_Hippocampus, Breast_Mammary_Tissue, Cells_Transformed_fibroblasts, Brain_Frontal_Cortex_BA9	both	False
PHACTR3	rs909341, rs7266699	atopic_eczema, schizophrenia	Brain_Cerebellum	both	True
PHACTR2	rs364663, rs2073214	age_at_menarche, magnesium_measurement	Brain_Cerebellar_Hemisphere, Muscle_Skeletal	both	True
CLEC1A	rs8082590	schizophrenia	Heart_Left_Ventricle	trans	False
HOXD-AS1	rs2592394, rs2072590, rs2551802, rs711830, rs4972806	magnesium_measurement, Malignant_epithelial_tumor_of_ovary, motion_sickness, ovarian_carcinoma, ovarian_mucinous_adenocarcinoma, serum_IgG_glycosylation_measurement	Testis, Breast_Mammary_Tissue, Esophagus_Mucosa, Artery_Tibial, Nerve_Tibial, Adipose_Subcutaneous, Skin_Sun_Exposed_Lower_leg, Muscle_Skeletal	cis	False
HOXD-AS2	rs711830	ovarian_mucinous_adenocarcinoma	Testis	cis	False
TMEM140	rs17231212	response_to_vaccine__cytokine_measurement	Whole_Blood	cis	False
RTKN2	rs7089814	breast_size__breast_carcinoma	Skin_Not_Sun_Exposed_Suprapubic	cis	False
RNF180	rs2910032, rs4084594	schizophrenia	Pancreas, Testis, Brain_Nucleus_accumbens_basal_ganglia, Brain_Cerebellar_Hemisphere, Artery_Aorta	both	False
SOWAHA	rs6596075, rs2405522	Crohn's_disease, blood_metabolite_measurement	Brain_Anterior_cingulate_cortex_BA24	cis	False
SOWAHC	rs10496434, rs7580778	helix_rolling, lobe_size	Testis, Heart_Atrial_Appendage	cis	False
HAS2	rs3870371	periodontitis	Esophagus_Mucosa	cis	False
KIAA1199	rs2306786, rs4463516	coronary_artery_calcification, peripheral_neuropathy__acute_lymphoblastic_leukemia__response_to_vincristine	Ovary, Colon_Sigmoid	trans	False
HLA-DPA1	rs9461856	schizophrenia	Muscle_Skeletal	cis	False
PKD1P6	rs4500751	phospholipid_measurement	Esophagus_Muscularis	cis	False
FER1L4	rs2236164, rs2425163, rs2277862, rs6579245, rs6120974	body_height, total_cholesterol_measurement, triglyceride_measurement	Muscle_Skeletal, Thyroid, Testis, Adipose_Subcutaneous, Adrenal_Gland, Esophagus_Muscularis, Prostate, Nerve_Tibial, Heart_Left_Ventricle, Skin_Sun_Exposed_Lower_leg, Heart_Atrial_Appendage	cis	False
PPIAP2	rs7267979	alkaline_phosphatase_measurement	Nerve_Tibial	cis	False
ZMAT5	rs17314229, rs12537, rs36600	Alzheimers_disease, IGA_glomerulonephritis, lung_carcinoma	Thyroid, Whole_Blood, Cells_EBV-transformed_lymphocytes	both	False
ZMAT4	rs62505227, rs13278529, rs12772169	Bladder_exstrophy, forced_expiratory_volume__response_to_mineral_dust_exposure, response_to_anticoagulant	Cells_Transformed_fibroblasts, Colon_Sigmoid	both	False
MYBL1	rs329648, rs1030420	Parkinson's_disease, blood_metabolite_measurement	Esophagus_Muscularis, Lung	both	False
NR1D1	rs2075726	ankylosing_spondylitis	Stomach	trans	False
SMOC1	rs12883884, rs227425, rs11627546, rs1294410	Cystic_fibrosis, bone_density, mean_corpuscular_volume, waist-hip_ratio__body_mass_index	Testis, Artery_Aorta, Artery_Tibial, Nerve_Tibial, Artery_Coronary, Cells_Transformed_fibroblasts, Brain_Putamen_basal_ganglia	both	False
ITGB1BP1	rs17362650	age_at_onset__alcohol_dependence	Testis, Esophagus_Muscularis	cis	False
RP11-76C10.2	rs3847687	longevity	Cells_EBV-transformed_lymphocytes	cis	False
TIPIN	rs7170930	response_to_cytosine_arabinoside	Thyroid, Testis, Small_Intestine_Terminal_Ileum, Brain_Frontal_Cortex_BA9, Skin_Not_Sun_Exposed_Suprapubic, Breast_Mammary_Tissue, Pituitary, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Artery_Tibial, Brain_Cerebellum, Esophagus_Muscularis, Nerve_Tibial, Prostate, Pancreas, Adipose_Subcutaneous, Colon_Sigmoid, Brain_Anterior_cingulate_cortex_BA24, Muscle_Skeletal, Brain_Hypothalamus, Brain_Cortex, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Esophagus_Gastroesophageal_Junction, Artery_Coronary, Adipose_Visceral_Omentum, Brain_Nucleus_accumbens_basal_ganglia, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Artery_Aorta, Brain_Putamen_basal_ganglia, Brain_Hippocampus, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
AC004041.2	rs3091307, rs2549003, rs2073643, rs2244012, rs6596086, rs6871536, rs2070729, rs2040704	atopic_eczema, asthma, atopic_eczema__psoriasis, childhood_onset_asthma, platelet_count, serum_IgE_measurement	Cells_Transformed_fibroblasts, Lung	cis	False
TTC3-AS1	rs1003719	eye_color	Thyroid, Testis, Nerve_Tibial, Skin_Not_Sun_Exposed_Suprapubic, Artery_Tibial, Colon_Transverse, Brain_Cerebellum, Esophagus_Muscularis, Pancreas, Adipose_Subcutaneous, Cells_Transformed_fibroblasts, Cells_EBV-transformed_lymphocytes, Adipose_Visceral_Omentum, Esophagus_Mucosa, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg	cis	False
RAC3	rs4625783	blood_metabolite_measurement	Thyroid	cis	False
RAC1	rs702485	high_density_lipoprotein_cholesterol_measurement	Nerve_Tibial, Whole_Blood, Brain_Cerebellum, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Cells_EBV-transformed_lymphocytes	cis	False
VCL	rs2142991	Progressive_supranuclear_palsy	Cells_Transformed_fibroblasts	trans	False
CPLX2	rs422421	body_height	Vagina	trans	False
CPLX3	rs1378942, rs8036030, rs936229	mean_arterial_pressure, pulmonary_function_measurement, response_to_carboplatin__response_to_antineoplastic_agent	Esophagus_Mucosa	cis	False
AP2A2	rs10751667	Alzheimers_disease	Nerve_Tibial	cis	True
CADPS	rs6435862	neuroblastoma	Brain_Hypothalamus	trans	False
FIGNL1	rs11978267, rs1110701, rs11980379, rs10499694, rs1451375, rs12540874	acute_lymphoblastic_leukemia, B-cell_acute_lymphoblastic_leukemia, body_mass_index, malaria, systemic_scleroderma	Thyroid, Skin_Not_Sun_Exposed_Suprapubic, Artery_Aorta, Lung, Skin_Sun_Exposed_Lower_leg, Adipose_Visceral_Omentum, Breast_Mammary_Tissue, Testis, Small_Intestine_Terminal_Ileum, Brain_Frontal_Cortex_BA9, Vagina, Whole_Blood, Adipose_Subcutaneous, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Artery_Tibial, Colon_Transverse, Brain_Cerebellum, Esophagus_Muscularis, Prostate, Pancreas, Nerve_Tibial, Spleen, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Cells_Transformed_fibroblasts, Uterus, Ovary, Cells_EBV-transformed_lymphocytes, Artery_Coronary, Brain_Cerebellar_Hemisphere, Esophagus_Mucosa, Brain_Caudate_basal_ganglia, Brain_Anterior_cingulate_cortex_BA24, Brain_Hypothalamus, Brain_Cortex, Heart_Left_Ventricle, Brain_Nucleus_accumbens_basal_ganglia, Brain_Putamen_basal_ganglia	cis	False
PBX3	rs10807828, rs4072286	Alzheimers_disease, CCL11_measurement	Cells_Transformed_fibroblasts, Colon_Sigmoid	trans	False
RP11-650K20.2	rs4964805	attention_deficit_hyperactivity_disorder	Testis	cis	False
PBX1	rs12727642, rs2023634	celiac_disease, metabolite_measurement	Vagina, Adipose_Subcutaneous	trans	False
AIRE	rs2838519, rs8127691	Crohn's_disease, inflammatory_bowel_disease, ulcerative_colitis	Skin_Sun_Exposed_Lower_leg	cis	False
NSUN6	rs10829156	sudden_cardiac_arrest	Thyroid, Nerve_Tibial, Whole_Blood, Heart_Atrial_Appendage, Artery_Tibial, Artery_Aorta	cis	False
PTCH1	rs16909898	FEV-FEC_ratio, pulmonary_function_measurement__FEV-FEC_ratio	Liver, Spleen, Whole_Blood	cis	True
TUFM	rs7359397, rs3888190, rs2650492	body_mass_index	Thyroid, Testis, Nerve_Tibial, Skin_Not_Sun_Exposed_Suprapubic, Whole_Blood, Adipose_Subcutaneous, Artery_Tibial, Colon_Transverse, Esophagus_Muscularis, Pancreas, Spleen, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Brain_Hippocampus, Cells_Transformed_fibroblasts, Artery_Coronary, Brain_Nucleus_accumbens_basal_ganglia, Esophagus_Mucosa, Artery_Aorta, Brain_Putamen_basal_ganglia, Lung, Skin_Sun_Exposed_Lower_leg, Brain_Caudate_basal_ganglia, Cells_EBV-transformed_lymphocytes	cis	False
ERGIC3	rs2236164, rs6060369, rs6088792, rs6060373, rs2277862, rs6579245, rs6120974	body_height, developmental_dysplasia_of_the_hip, spine_bone_size, total_cholesterol_measurement, triglyceride_measurement	Cells_Transformed_fibroblasts, Brain_Hippocampus, Nerve_Tibial, Brain_Caudate_basal_ganglia, Esophagus_Muscularis	cis	False
MAMSTR	rs281379, rs380743, rs516246, rs504963, rs2287921, rs503279, rs838145, rs281380, rs632111, rs602662	body_height, atopic_eczema__psoriasis, Crohn's_disease, bipolar_disorder, blood_metabolite_measurement, energy_intake, eye_measurement, inflammatory_bowel_disease, metabolite_measurement, multiple_sclerosis, serum_gamma-glutamyl_transferase_measurement, serum_lipase_activity_measurement, urinary_metabolite_measurement, vitamin_B12_measurement	Heart_Atrial_Appendage, Esophagus_Muscularis, Muscle_Skeletal, Esophagus_Gastroesophageal_Junction, Heart_Left_Ventricle, Brain_Hypothalamus, Cells_Transformed_fibroblasts, Adrenal_Gland, Brain_Cortex, Brain_Caudate_basal_ganglia	cis	False
ERGIC1	rs2476842, rs792975	dental_caries, response_to_paclitaxel__response_to_antineoplastic_agent	Thyroid, Nerve_Tibial, Skin_Sun_Exposed_Lower_leg	both	True
B3GAT3	rs174468	phospholipid_measurement	Brain_Frontal_Cortex_BA9	cis	False
B3GAT1	rs7928758	alcohol_drinking	Pituitary, Lung	cis	True
CPPED1	rs1560104	body_height	Thyroid	cis	False
GS1-293C5.1	rs7493	Yu-Zhi_constitution_type__type_II_diabetes_mellitus	Nerve_Tibial	cis	False
CALM3	rs11083840, rs1126510	inflammatory_bowel_disease, ulcerative_colitis	Esophagus_Muscularis	cis	False
SPG20	rs2149423	disposition_index_measurement__glucose_homeostasis_measurement	Whole_Blood	cis	False
GSDMA	rs9303280, rs3894194, rs11078927, rs2305480, rs9303277, rs907092, rs2872507, rs8067378, rs4795397, rs3859192, rs17609240, rs4794822, rs4065321, rs7212938	allergy, asthma, biliary_liver_cirrhosis, Crohn's_disease, cervical_carcinoma, childhood_onset_asthma, inflammatory_bowel_disease, leukocyte_count, neutrophil_count, rheumatoid_arthritis, seasonal_allergic_rhinitis__asthma, systemic_scleroderma__systemic_lupus_erythematosus, type_I_diabetes_mellitus__autoantibody_measurement, ulcerative_colitis	Thyroid, Nerve_Tibial, Artery_Tibial, Adipose_Subcutaneous, Artery_Coronary, Adipose_Visceral_Omentum, Artery_Aorta, Lung, Muscle_Skeletal, Breast_Mammary_Tissue, Adrenal_Gland, Heart_Atrial_Appendage, Stomach, Colon_Transverse, Esophagus_Muscularis, Colon_Sigmoid, Esophagus_Gastroesophageal_Junction, Heart_Left_Ventricle, Cells_Transformed_fibroblasts, Cells_EBV-transformed_lymphocytes, Small_Intestine_Terminal_Ileum, Liver, Pancreas, Spleen, Whole_Blood	cis	False
